,cusip no,issuer name,price,shares,currency,market valuation,price USD
1516,649445 10 3,NEW YORK CMNTY BANCORP INC COM,13.7,5503,EUR,75391.09999999999,15.07
1517,649604 84 0,NEW YORK MTG TR INC COM,248.64,13095,EUR,3255940.8,273.44
1518,65101L 10 4,NEWBURY STREET ACQUISITN COM,8.61,8471,USD,72935.31,8.61
1519,651229 10 6,NEWELL BRANDS INC COM,328.67,607,EUR,199502.69,361.45
1520,651587 10 7,NEWMARKET CORP COM,296.06,6291,USD,1862513.46,296.06
1521,651639 10 6,NEWMONT CORP COM,236.59,4630,EUR,1095411.7,260.18
1522,65290C 10 5,NEXTIER OILFIELD SOLUTIONS COM,315.5,14411,USD,4546670.5,315.5
1523,65339F 10 1,NEXTERA ENERGY INC COM,322.22,14244,EUR,4589701.680000001,354.35
1524,65340P 10 6,NEXGEN ENERGY LTD COM,27.94,12031,USD,336146.14,27.94
1525,65341D 10 2,NEXPOINT RESIDENTIAL TR INC COM,91.82,621,EUR,57020.219999999994,100.98
1526,65342K 10 5,NEXTDECADE CORP COM,255.19,6038,EUR,1540837.22,280.64
1527,65342T 10 6,NI HLDGS INC COM,252.94,1604,EUR,405715.76,278.17
1528,65342V 10 1,NEXPOINT REAL ESTATE FIN INC COM,268.75,5840,USD,1569500.0,268.75
1529,65343C 10 2,NEXTGEN HEALTHCARE INC COM,57.28,14839,USD,849977.92,57.28
1530,655663 10 2,NORDSON CORP COM,128.65,2614,USD,336291.10000000003,128.65
1531,655664 10 0,NORDSTROM INC COM,343.79,12820,USD,4407387.8,343.79
1532,655844 10 8,NORFOLK SOUTHN CORP COM,201.06,2171,USD,436501.26,201.06
1533,656811 10 6,NORTH AMERN CONSTR GROUP LTD COM,332.19,6408,EUR,2128673.52,365.32
1534,66405S 10 0,NORTHEAST BK LEWISTON ME COM,277.91,2677,EUR,743965.0700000001,305.63
1535,664121 10 0,NORTHEAST COM,209.19,4106,EUR,858934.14,230.05
1536,66516W 10 7,NORTHERN COM,261.26,8492,USD,2218619.92,261.26
1537,67000B 10 4,NOVANTA INC COM,235.5,13829,EUR,3256729.5,258.99
1538,67011P 10 0,NOW INC COM,95.15,4909,USD,467091.35000000003,95.15
1539,670346 10 5,NUCOR CORP COM,315.07,5737,EUR,1807556.5899999999,346.49
1540,6706ER 10 1,NUVEEN COM,40.61,9368,USD,380434.48,40.61
1541,6706EW 10 0,NUVEEN COM,302.8,406,EUR,122936.8,333.0
1542,67060Q 10 8,NUVEEN COM,123.3,3230,USD,398259.0,123.3
1543,67061E 10 4,NUVEEN COM,244.03,8248,USD,2012759.44,244.03
1544,67061W 10 4,NUVEEN COM,255.67,5074,EUR,1297269.5799999998,281.17
1545,67062J 10 2,NUVEEN COM,261.12,660,USD,172339.2,261.12
1546,67062M 10 5,NUVEEN COM,285.83,2214,USD,632827.62,285.83
1547,67064R 10 2,NUVEEN COM,45.33,302,USD,13689.66,45.33
1548,670651 10 8,NUVEEN COM,158.32,12510,EUR,1980583.2,174.11
1549,670656 10 7,NUVEEN COM,334.71,8752,EUR,2929381.92,368.09
1550,670657 10 5,NUVEEN COM,290.59,13040,EUR,3789293.5999999996,319.57
1551,67066G 10 4,NVIDIA COM,180.11,46,USD,8285.060000000001,180.11
1552,67066V 10 1,NUVEEN COM,249.85,9402,EUR,2349089.6999999997,274.77
1553,67066X 10 7,NUVEEN COM,18.28,3457,USD,63193.96000000001,18.28
1554,67066Y 10 5,NUVEEN CA QUALTY MUN INCOME COM,19.19,1161,USD,22279.59,19.19
1555,670663 10 3,NUVEEN MUN CR OPPORTUNITIES COM,206.32,14279,USD,2946043.28,206.32
1556,67067Y 10 4,NUVEEN SR INCOME FD COM,250.88,12665,EUR,3177395.1999999997,275.9
1557,670671 10 6,NUVEEN INTER DURATION MUN TE COM,231.91,3863,USD,895868.33,231.91
1558,670677 10 3,NUVEEN INT DUR QUAL MUN TRM COM,11.8,510,EUR,6018.0,12.98
1559,670682 10 3,NUVEEN MUN HIGH INCOME OPPOR COM,211.53,12879,USD,2724294.87,211.53
1560,67069Y 10 2,NUVEEN NEW JERSEY QULT MUN F COM,210.32,12599,USD,2649821.6799999997,210.32
1561,670695 10 5,NUVEEN AMT-FREE MUN VALUE FD COM,262.73,13294,USD,3492732.62,262.73
1562,670703 10 7,NUVALENT INC COM,151.33,9614,EUR,1454886.62,166.42
1563,670704 10 5,NUVASIVE INC COM,254.17,9787,USD,2487561.79,254.17
1564,67071B 10 8,NUVEEN REAL ESTATE INCOME FD COM,219.8,9281,EUR,2039963.8,241.72
1565,67071L 10 6,NUVEEN AMT FREE MUN CR INC F COM,234.66,7189,EUR,1686970.74,258.06
1566,67072B 10 7,NUVEEN GEORGIA QLTY MUN INC COM,195.27,10983,EUR,2144650.41,214.74
1567,67072C 10 5,NUVEEN PFD & INCOME SECS FD COM,165.73,4678,EUR,775284.94,182.26
1568,67072T 10 8,NUVEEN FLOATING RATE INCOME COM,196.5,2200,USD,432300.0,196.5
1569,67073B 10 6,NUVEEN PFD & INCOME OPPORTUN COM,206.86,11071,USD,2290147.06,206.86
1570,67073S 30 7,NUZEE INC COM,47.78,12307,EUR,588028.46,52.55
1571,670735 10 9,NUVEEN MORTGAGE AND INCOME F COM,74.35,12715,USD,945360.2499999999,74.35
1572,67074C 10 3,NUVEEN TAXABLE MUNICPAL INM COM,246.41,1306,EUR,321811.46,270.98
1573,67074X 10 7,NUVEEN SHORT DURATION CR OPP COM,61.86,8149,USD,504097.14,61.86
1574,67074Y 10 5,NUVEEN REAL ASSET INCOME & G COM,176.75,1187,EUR,209802.25,194.38
1575,67075A 10 6,NUVEEN PFD & INCOME TERM FD COM,98.41,6266,EUR,616637.0599999999,108.22
1576,67075J 10 7,NUVEEN MULTI-MKT INCOME FD COM,69.46,7468,EUR,518727.27999999997,76.39
1577,670750 10 8,NUVEEN MULTI ASSET INCOME FU COM,25.82,13101,EUR,338267.82,28.4
1578,67077M 10 8,NUTRIEN LTD COM,295.13,6093,EUR,1798227.09,324.56
1579,67079F 10 1,NUVEEN CORPORATE INCOME 2023 COM,156.89,3952,EUR,620029.2799999999,172.54
1580,67079Y 10 0,NUVVE COM,57.43,9547,EUR,548284.21,63.16
1581,67080M 10 3,NURIX COM,66.51,9628,USD,640358.28,66.51
1582,67098H 10 4,O-I COM,192.49,10772,EUR,2073502.28,211.69
1583,670980 10 1,NUVEEN OHIO QLTY MUN INCOME COM,24.09,3653,USD,88000.77,24.09
1584,67103B 10 0,OFS CAP CORP COM,26.87,5086,EUR,136660.82,29.55
1585,67103H 10 7,OREILLY AUTOMOTIVE INC COM,174.51,6355,USD,1109011.05,174.51
1586,67103X 10 2,OFG BANCORP COM,306.96,4559,EUR,1399430.64,337.57
1587,671044 10 5,OSI SYSTEMS INC COM,120.71,8048,USD,971474.08,120.71
1588,67109R 10 9,OP BANCORP COM,341.65,4660,USD,1592089.0,341.65
1589,67111Q 10 7,OFS CREDIT COMPANY INC COM,290.02,10522,EUR,3051590.44,318.94
1590,67113Y 40 5,NUWELLIS INC COM,128.77,71,EUR,9142.67,141.61
1591,67401P 10 8,OAKTREE SPECIALTY LENDING CO COM,15.19,6460,EUR,98127.4,16.7
1592,67401P 40 5,OAKTREE SPECIALTY LENDING CO COM,349.26,2187,USD,763831.62,349.26
1593,674434 10 5,OBLONG INC COM,276.33,13783,USD,3808656.3899999997,276.33
1594,674482 20 3,OBSIDIAN ENERGY LTD COM,22.73,2787,USD,63348.51,22.73
1595,674599 10 5,OCCIDENTAL PETE CORP COM,301.79,4166,USD,1257257.1400000001,301.79
1596,675232 10 2,OCEANEERING INTL INC COM,184.29,2152,USD,396592.07999999996,184.29
1597,675234 10 8,OCEANFIRST FINL CORP COM,102.97,12419,USD,1278784.43,102.97
1598,67576A 10 0,OCULAR THERAPEUTIX INC COM,35.8,2353,USD,84237.4,35.8
1599,67577C 10 5,OCUGEN INC COM,146.96,2249,USD,330513.04000000004,146.96
1600,67577R 10 2,OCUPHIRE PHARMA INC COM,76.21,11764,EUR,896534.44,83.81
1601,67644C 10 4,OCEAN BIOMEDICAL INC COM,105.71,10702,USD,1131308.42,105.71
1602,677864 10 0,OIL COM,258.38,11252,USD,2907291.76,258.38
1603,678026 10 5,OIL COM,322.12,11570,USD,3726928.4,322.12
1604,679369 10 8,OLAPLEX HLDGS INC COM,207.87,789,EUR,164009.43,228.6
1605,679580 10 0,OLD DOMINION FREIGHT COM,165.51,6522,USD,1079456.22,165.51
1606,680033 10 7,OLD NATL BANCORP IND COM,184.08,10278,USD,1891974.2400000002,184.08
1607,680223 10 4,OLD REP INTL CORP COM,121.7,14340,USD,1745178.0,121.7
1608,680277 10 0,OLD SECOND BANCORP INC COM,24.59,4772,USD,117343.48,24.59
1609,68062P 10 6,OLEMA PHARMACEUTICALS COM,106.54,1686,EUR,179626.44,117.17
1610,68236X 10 0,THE ONCOLOGY INSTITUTE INC COM,192.55,11716,EUR,2255915.8000000003,211.75
1611,682406 10 3,ONE LIBERTY PPTYS INC COM,301.41,5777,USD,1741245.57,301.41
1612,68247W 10 9,ONE STOP SYS INC COM,306.14,518,USD,158580.52,306.14
1613,68268W 10 3,ONEMAIN HLDGS INC COM,145.13,12741,USD,1849101.3299999998,145.13
1614,682680 10 3,ONEOK INC NEW COM,126.44,14107,USD,1783689.08,126.44
1615,68269G 10 7,1LIFE HEALTHCARE INC COM,258.26,14387,EUR,3715586.6199999996,284.02
1616,68554V 10 8,ORASURE COM,129.24,12993,USD,1679215.32,129.24
1617,68559A 10 9,ORBITAL COM,177.88,3351,EUR,596075.88,195.62
1618,68620P 10 1,ORGANIGRAM HLDGS INC COM,38.17,2392,USD,91302.64,38.17
1619,68621F 10 2,ORGANOGENESIS HLDGS INC COM,221.92,5981,USD,1327303.52,221.92
1620,69002R 10 3,OUTBRAIN COM,133.93,11579,EUR,1550775.47,147.29
1621,69007J 10 6,OUTFRONT COM,333.64,13899,EUR,4637262.359999999,366.91
1622,690145 10 7,OUTSET MED INC COM,345.79,4733,EUR,1636624.07,380.28
1623,690370 10 1,OVERSTOCK COM INC DEL COM,30.36,14845,EUR,450694.2,33.39
1624,690469 10 1,OVID THERAPEUTICS INC COM,139.21,3983,USD,554473.43,139.21
1625,69047Q 10 2,OVINTIV INC COM,147.01,14144,USD,2079309.44,147.01
1626,690732 10 2,OWENS & MINOR INC NEW COM,77.58,8070,USD,626070.6,77.58
1627,690742 10 1,OWENS CORNING NEW COM,174.74,9661,USD,1688163.1400000001,174.74
1628,69121K 10 4,OWL ROCK CAPITAL CORPORATION COM,137.55,8820,USD,1213191.0,137.55
1629,691497 30 9,OXFORD INDS INC COM,73.96,8099,EUR,599002.0399999999,81.34
1630,691543 10 2,OXFORD LANE CAP CORP COM,188.02,2971,EUR,558607.42,206.77
1631,69181V 10 7,OXFORD SQUARE CAP CORP COM,251.66,13390,USD,3369727.4,251.66
1632,69242L 10 6,OYSTER PT PHARMA INC COM,155.77,9241,USD,1439470.57,155.77
1633,693149 10 6,P A COM,62.76,1957,EUR,122821.31999999999,69.02
1634,69346H 10 0,PGIM COM,327.22,10503,USD,3436791.66,327.22
1635,693475 10 5,PNC FINL SVCS GROUP INC COM,199.79,5987,EUR,1196142.73,219.71
1636,69349H 10 7,PNM RES INC COM,113.78,7540,EUR,857901.2,125.13
1637,693506 10 7,PPG INDS INC COM,169.13,7186,USD,1215368.18,169.13
1638,69351T 10 6,PPL CORP COM,155.71,7828,EUR,1218897.8800000001,171.24
1639,69353Y 10 3,PMV PHARMACEUTICALS INC COM,148.05,12552,USD,1858323.6,148.05
1640,69354N 10 6,PRA GROUP INC COM,23.88,4375,EUR,104475.0,26.26
1641,69355J 10 4,PGIM SHORT DUR HIG YLD OPP F COM,176.82,7673,USD,1356739.8599999999,176.82
1642,693656 10 0,PVH CORPORATION COM,315.81,6034,EUR,1905597.54,347.31
1643,69366J 20 0,PTC THERAPEUTICS INC COM,310.04,10913,EUR,3383466.52,340.96
1644,69404D 10 8,PACIFIC BIOSCIENCES CALIF COM,59.31,9985,USD,592210.35,59.31
1645,69478X 10 5,PACIFIC PREMIER BANCORP COM,261.96,12672,EUR,3319557.1199999996,288.08
1646,695127 10 0,PACIRA BIOSCIENCES INC COM,23.57,10405,USD,245245.85,23.57
1647,695156 10 9,PACKAGING CORP AMER COM,194.49,13119,EUR,2551514.31,213.89
1648,69526K 10 5,PACTIV EVERGREEN INC COM,300.46,4811,USD,1445513.0599999998,300.46
1649,695263 10 3,PACWEST BANCORP DEL COM,223.44,7908,EUR,1766963.52,245.72
1650,69553P 10 0,PAGERDUTY INC COM,161.96,6491,EUR,1051282.36,178.11
1651,696389 20 4,PALISADE BIO INC COM,125.34,11373,EUR,1425491.82,137.84
1652,697435 10 5,PALO ALTO NETWORKS INC COM,1.78,4022,USD,7159.16,1.78
1653,69753M 10 5,PALOMAR HLDGS INC COM,101.7,4159,USD,422970.3,101.7
1654,69764K 10 6,PALTALK INC COM,149.95,306,EUR,45884.7,164.9
1655,697900 10 8,PAN AMERN SILVER CORP COM,99.89,9901,EUR,989010.89,109.85
1656,69833W 10 7,PANBELA THERAPEUTICS INC COM,127.92,13596,EUR,1739200.32,140.68
1657,698813 10 2,PAPA JOHNS INTL INC COM,90.27,12762,EUR,1152025.74,99.27
1658,706327 10 3,PEMBINA PIPELINE CORP COM,317.76,9216,USD,2928476.16,317.76
1659,707569 10 9,PENN ENTERTAINMENT INC COM,317.85,2661,USD,845798.8500000001,317.85
1660,70805E 10 9,PENNANT GROUP INC COM,260.16,13588,USD,3535054.0800000005,260.16
1661,70806A 10 6,PENNANTPARK FLOATING RATE COM,29.44,12919,USD,380335.36000000004,29.44
1662,708062 10 4,PENNANTPARK INVT CORP COM,32.89,5677,USD,186716.53,32.89
1663,708430 10 3,PENNS WOODS BANCORP INC COM,283.26,1581,EUR,447834.06,311.51
1664,70931T 10 3,PENNYMAC MTG INVT COM,331.89,7644,EUR,2536967.1599999997,364.99
1665,70932M 10 7,PENNYMAC FINL SVCS COM,117.95,1573,USD,185535.35,117.95
1666,70959W 10 3,PENSKE AUTOMOTIVE COM,122.29,13059,EUR,1596985.11,134.49
1667,70975L 10 7,PENUMBRA INC COM,65.97,12117,EUR,799358.49,72.55
1668,714167 10 3,PERMA-PIPE INTL HLDGS INC COM,88.91,1388,USD,123407.08,88.91
1669,714266 10 3,PERPETUA RESOURCES CORP COM,327.75,1969,USD,645339.75,327.75
1670,71535D 10 6,PERSONALIS INC COM,60.5,14,USD,847.0,60.5
1671,71601V 10 5,PETCO HEALTH & WELLNESS CO I COM,250.48,7806,EUR,1955246.88,275.46
1672,716382 10 6,PETMED EXPRESS INC COM,158.87,10984,EUR,1745028.08,174.71
1673,717081 10 3,PFIZER INC COM,321.07,5589,USD,1794460.23,321.07
1674,71722W 10 7,PHATHOM COM,1.43,7880,EUR,11268.4,1.57
1675,71742W 10 3,PHENIXF COM,153.17,7826,EUR,1198708.42,168.45
1676,718172 10 9,PHILIP COM,311.63,1978,EUR,616404.14,342.71
1677,718546 10 4,PHILLIPS COM,312.76,6107,USD,1910025.3199999998,312.76
1678,71880W 40 2,PHIO PHARMACEUTICALS CORP COM,339.58,1885,EUR,640108.2999999999,373.45
1679,719405 10 2,PHOTRONICS INC COM,180.67,4211,EUR,760801.37,198.69
1680,71943U 10 4,PHYSICIANS RLTY TR COM,158.63,5137,EUR,814882.3099999999,174.45
1681,71944F 10 6,PHREESIA INC COM,252.6,12074,EUR,3049892.4,277.79
1682,71948P 10 0,PHUNWARE INC COM,343.62,14169,EUR,4868751.78,377.89
1683,72016P 10 5,PIEDMONT LITHIUM INC COM,230.42,2847,USD,656005.74,230.42
1684,720795 10 3,PIERIS PHARMACEUTICALS COM,134.71,6235,USD,839916.8500000001,134.71
1685,72147K 10 8,PILGRIMS PRIDE CORP COM,299.16,7245,EUR,2167414.2,328.99
1686,72200M 10 8,PIMCO CALIF MUN INCOME FD II COM,335.37,14127,EUR,4737771.99,368.82
1687,72200N 10 6,PIMCO CALIF MUN INCOME FD COM,133.95,6828,EUR,914610.6,147.31
1688,72200R 10 7,PIMCO MUN INCOME FD COM,31.88,12399,EUR,395280.12,35.06
1689,72200T 10 3,PIMCO NEW YORK MUN INCOME FD COM,273.96,10523,EUR,2882881.0799999996,301.28
1690,72200U 10 0,PIMCO CORPORATE & INCM STRG COM,336.07,10306,EUR,3463537.42,369.59
1691,72200W 10 6,PIMCO MUN INCOME FD II COM,99.22,3030,EUR,300636.6,109.12
1692,72200X 10 4,PIMCO STRATEGIC INCOME FD COM,56.65,10677,USD,604852.0499999999,56.65
1693,72200Y 10 2,PIMCO NEW YORK MUN FD II COM,279.62,1464,USD,409363.68,279.62
1694,72201A 10 3,PIMCO MUN INCOME FD III COM,320.07,10773,USD,3448114.11,320.07
1695,72201B 10 1,PIMCO CORPORATE & INCOME OPP COM,82.85,411,EUR,34051.35,91.11
1696,72201C 10 9,PIMCO CALIF MUN INCOME FD II COM,190.29,12178,EUR,2317351.62,209.27
1697,72201E 10 5,PIMCO NEW YORK MUN INCOME FD COM,157.06,5613,EUR,881577.78,172.72
1698,72201H 10 8,PIMCO INCOME STRATEGY FD COM,87.4,9261,USD,809411.4,87.4
1699,72201J 10 4,PIMCO INCOME STRATEGY FD II COM,40.62,8618,EUR,350063.16,44.67
1700,723653 10 1,PIONEER COM,288.18,10315,USD,2972576.7,288.18
1701,72369H 10 6,PIONEER COM,131.61,11818,EUR,1555366.9800000002,144.74
1702,72369J 10 2,PIONEER COM,283.48,10463,EUR,2966051.24,311.75
1703,723762 10 0,PIONEER COM,210.88,14666,USD,3092766.08,210.88
1704,723787 10 7,PIONEER COM,230.56,1554,USD,358290.24,230.56
1705,724078 10 0,PIPER SANDLER COMPANIES COM,39.29,8596,USD,337736.83999999997,39.29
1706,724479 10 0,PITNEY BOWES INC COM,121.8,79,EUR,9622.199999999999,133.95
1707,73754Y 10 0,POTBELLY CORP COM,122.97,1234,EUR,151744.98,135.23
1708,737630 10 3,POTLATCHDELTIC CORPORATION COM,286.85,1084,USD,310945.4,286.85
1709,739128 10 6,POWELL INDS INC COM,136.13,12130,EUR,1651256.9,149.71
1710,739276 10 3,POWER INTEGRATIONS INC COM,105.05,13821,USD,1451896.05,105.05
1711,73931J 10 9,POWERFLEET INC COM,114.77,5723,EUR,656828.71,126.22
1712,73933H 10 1,POWER REIT COM,50.75,3392,EUR,172144.0,55.81
1713,74006W 10 8,PRAXIS PRECISION MEDICINES I COM,167.15,4808,EUR,803657.2000000001,183.82
1714,74017N 10 5,PRECIGEN INC COM,168.98,5240,EUR,885455.2,185.83
1715,74019L 50 3,PRECIPIO COM,86.9,12395,USD,1077125.5,86.9
1716,74019P 10 8,PRECISION COM,6.14,10539,EUR,64709.46,6.75
1717,740444 10 4,PREFORME COM,321.78,12209,EUR,3928612.0199999996,353.87
1718,74052F 10 8,PREMIER COM,159.58,11011,USD,1757135.3800000001,159.58
1719,74065P 10 1,PRELUDE COM,173.02,2067,EUR,357632.34,190.28
1720,74112D 10 1,PRESTIGE COM,87.37,14845,USD,1297007.6500000001,87.37
1721,74113T 10 5,PRESTO AUTOMATION INC COM,247.57,915,USD,226526.55,247.57
1722,74144T 10 8,PRICE COM,26.07,12799,USD,333669.93,26.07
1723,741511 10 9,PRICESMART COM,322.71,11203,EUR,3615320.13,354.89
1724,74164F 10 3,PRIMORIS SVCS CORP COM,246.4,5387,USD,1327356.8,246.4
1725,74164M 10 8,PRIMERICA INC COM,328.15,6056,EUR,1987276.4,360.88
1726,74167B 10 9,PRIMIS FINANCIAL CORP COM,70.85,2031,EUR,143896.34999999998,77.92
1727,74167P 10 8,PRIMO WATER CORPORATION COM,297.93,3194,EUR,951588.42,327.64
1728,74168J 10 1,PRIME MEDICINE INC COM,221.88,5751,USD,1276031.88,221.88
1729,74251V 10 2,PRINCIPAL COM,342.53,5988,EUR,2051069.64,376.69
1730,74267C 10 6,PROASSURANCE COM,347.84,10123,EUR,3521184.32,382.53
1731,742718 10 9,PROCTER AND COM,173.9,8350,USD,1452065.0,173.9
1732,74275G 10 7,PRIORITY TECHNOLOGY HLDGS IN COM,92.33,9183,EUR,847866.39,101.54
1733,74275K 10 8,PROCORE TECHNOLOGIES INC COM,159.17,6485,USD,1032217.45,159.17
1734,74276L 10 5,PROCEPT BIOROBOTICS CORP COM,183.75,13596,EUR,2498265.0,202.08
1735,74276R 10 2,PRIVIA HEALTH GROUP INC COM,101.99,13641,EUR,1391245.5899999999,112.16
1736,74312Y 30 1,PROFESSIONAL DVRSTY NTWORK COM,6.61,9770,EUR,64579.700000000004,7.27
1737,74316X 10 1,PROFIRE ENERGY INC COM,72.48,13482,EUR,977175.3600000001,79.71
1738,74319F 10 7,BIORA COM,8.79,12424,EUR,109206.95999999999,9.67
1739,743312 10 0,PROGRESS SOFTWARE CORP COM,268.97,7118,USD,1914528.4600000002,268.97
1740,74348T 10 2,PROSPECT CAP CORP COM,256.68,3942,EUR,1011832.56,282.28
1741,74349U 10 8,PROMETHEUS BIOSCIENCES INC COM,116.51,11108,EUR,1294193.08,128.13
1742,743606 10 5,PROSPERITY BANCSHARES INC COM,99.15,636,USD,63059.4,99.15
1743,74365A 30 9,PROTALIX BIOTHERAPEUTICS INC COM,92.68,6118,USD,567016.24,92.68
1744,74365N 10 3,PROTAGENIC THERAPEUTICS INC COM,27.99,3389,USD,94858.11,27.99
1745,74366E 10 2,PROTAGONIST THERAPEUTICS COM,249.18,5413,USD,1348811.34,249.18
1746,743713 10 9,PROTO LABS INC COM,9.58,7487,EUR,71725.46,10.54
1747,74374N 10 2,PROVENTION BIO INC COM,125.52,11336,USD,1422894.72,125.52
1748,74374T 10 9,PROTERRA INC COM,234.45,10581,USD,2480715.4499999997,234.45
1749,74386T 10 5,PROVIDENT FINL SVCS INC COM,92.09,8399,USD,773463.91,92.09
1750,743868 10 1,PROVIDENT FINL HLDGS INC COM,122.63,6368,EUR,780907.84,134.86
1751,744320 10 2,PRUDENTIAL FINL INC COM,142.41,10833,USD,1542727.53,142.41
1752,744573 10 6,PUBLIC SVC ENTERPRISE COM,144.96,8252,USD,1196209.9200000002,144.96
1753,74640Y 10 6,PURPLE COM,246.66,2221,EUR,547831.86,271.26
1754,746823 10 3,PUTNAM COM,334.92,4406,EUR,1475657.52,368.32
1755,74727A 10 4,QCR HOLDINGS INC COM,120.32,8778,EUR,1056168.96,132.32
1756,747316 10 7,QUAKER HOUGHTON COM,212.55,14999,EUR,3188037.45,233.75
1757,74734T 10 4,PYROGENESIS COM,71.87,11452,USD,823055.2400000001,71.87
1758,74736K 10 1,QORVO INC COM,208.86,5600,EUR,1169616.0,229.69
1759,74766Q 10 1,QUANTERIX CORP COM,19.76,819,EUR,16183.44,21.73
1760,74766W 10 8,QUANTUM COMPUTING INC COM,19.88,7317,EUR,145461.96,21.86
1761,74834L 10 0,QUEST DIAGNOSTICS INC COM,1.34,10160,USD,13614.400000000001,1.34
1762,74874Q 10 0,QUINSTREET INC COM,12.54,6729,USD,84381.65999999999,12.54
1763,74880P 10 4,QUIPT HOME MEDICAL CORP COM,275.22,9284,EUR,2555142.4800000004,302.67
1764,74965L 10 1,RLJ COM,64.7,5055,USD,327058.5,64.7
1765,749660 10 6,RPC COM,305.84,5319,EUR,1626762.96,336.34
1766,74967X 10 3,RH COM,166.4,2039,USD,339289.60000000003,166.4
1767,749685 10 3,RPM COM,21.89,11037,EUR,241599.93,24.07
1768,750102 10 5,RACKSPACE TECHNOLOGY INC COM,323.15,11074,USD,3578563.0999999996,323.15
1769,750236 10 1,RADIAN GROUP INC COM,116.95,6871,USD,803563.4500000001,116.95
1770,75025X 10 0,RADIANT LOGISTICS INC COM,5.58,11768,USD,65665.44,5.58
1771,750491 10 2,RADNET INC COM,102.64,11914,USD,1222852.96,102.64
1772,75082Q 10 5,RAIN ONCOLOGY INC COM,177.98,10201,USD,1815573.98,177.98
1773,750917 10 6,RAMBUS INC DEL COM,11.64,12842,USD,149480.88,11.64
1774,75120L 10 0,RALLYBIO CORP COM,26.28,12486,EUR,328132.08,28.9
1775,75134P 30 3,RAMACO COM,266.78,7345,EUR,1959499.0999999999,293.39
1776,75281A 10 9,RANGE COM,61.36,12264,EUR,752519.04,67.48
1777,75574U 10 1,READY CAPITAL CORP COM,50.73,5899,USD,299256.26999999996,50.73
1778,75605Y 10 6,ANYWHERE REAL ESTATE INC COM,314.38,1704,USD,535703.52,314.38
1779,756109 10 4,REALTY INCOME CORP COM,76.72,1043,EUR,80018.95999999999,84.37
1780,75644T 10 0,RED CAT HLDGS INC COM,221.08,1874,EUR,414303.92000000004,243.13
1781,75689M 10 1,RED ROBIN GOURMET BURGERS COM,58.64,7005,USD,410773.2,58.64
1782,75704L 10 4,RED VIOLET INC COM,209.57,1790,USD,375130.3,209.57
1783,75737F 10 8,REDFIN CORP COM,150.72,10277,EUR,1548949.44,165.75
1784,75776W 10 3,REDWIRE CORPORATION COM,320.23,6763,USD,2165715.49,320.23
1785,759419 10 4,REKOR SYSTEMS INC COM,181.69,5093,EUR,925347.17,199.81
1786,75943R 10 2,RELAY THERAPEUTICS INC COM,346.56,2025,EUR,701784.0,381.12
1787,75946W 30 6,RELIANCE GLOBAL GROUP INC COM,162.47,1349,USD,219172.03,162.47
1788,759509 10 2,RELIANCE STEEL & ALUMINUM CO COM,296.52,10886,EUR,3227916.7199999997,326.09
1789,75955J 40 2,RELMADA THERAPEUTICS INC COM,30.98,12662,EUR,392268.76,34.07
1790,75960P 10 4,REMITLY GLOBAL INC COM,236.72,2928,USD,693116.16,236.72
1791,75970E 10 7,RENASANT CORP COM,342.79,1276,EUR,437400.04000000004,376.98
1792,759910 10 2,KORU MEDICAL COM,326.49,820,USD,267721.8,326.49
1793,759916 10 9,REPLIGEN CORP COM,114.99,1551,USD,178349.49,114.99
1794,76009N 10 0,UPBOUND GROUP INC COM,27.23,14687,EUR,399927.01,29.95
1795,76122Q 10 5,RESOURCES CONNECTION INC COM,272.25,3283,USD,893796.75,272.25
1796,76129W 10 5,RETRACTABLE TECHNOLOGIES INC COM,92.55,3306,USD,305970.3,92.55
1797,76131D 10 3,RESTAURANT BRANDS INTL INC COM,138.68,3128,USD,433791.04000000004,138.68
1798,76131N 10 1,RETAIL OPPORTUNITY INVTS COR COM,341.26,2070,EUR,706408.2,375.29
1799,761330 10 9,REVANCE THERAPEUTICS INC COM,167.71,7784,EUR,1305454.6400000001,184.44
1800,76134G 10 3,REUNION NEUROSCIENCE INC COM,248.21,4859,EUR,1206052.3900000001,272.96
1801,76135L 10 1,REVELATION BIOSCIENCES INC COM,158.53,986,USD,156310.58,158.53
1802,76152G 10 0,REVIVA PHARMACEUTCLS HLDGS I COM,46.07,5700,USD,262599.0,46.07
1803,76155X 10 0,REVOLUTION MEDICINES INC COM,336.04,890,USD,299075.60000000003,336.04
1804,761624 10 5,REX AMERICAN RES CORP COM,304.7,11714,EUR,3569255.8,335.09
1805,76169C 10 0,REXFORD INDL RLTY INC COM,26.65,9828,USD,261916.19999999998,26.65
1806,76171L 10 6,REYNOLDS CONSUMER PRODS COM,218.01,10076,EUR,2196668.76,239.75
1807,76243J 10 5,RHYTHM COM,312.67,13142,USD,4109109.14,312.67
1808,762544 10 4,RIBBON COM,76.59,6604,USD,505800.36000000004,76.59
1809,762831 30 3,RICEBRAN T COM,342.64,6819,EUR,2336462.1599999997,376.81
1810,763165 10 7,RICHARDSON COM,26.36,8639,EUR,227724.04,28.99
1811,76665T 10 2,RILEY EXPLORATION PERMIAN COM,47.77,2197,USD,104950.69,47.77
1812,76674Q 10 7,RIMINI STR INC DEL COM,241.52,13228,EUR,3194826.56,265.61
